EventId_x,Type_x,Severity_x,StartTime(UTC),EndTime(UTC)_x,TimeZone_x,LocationLat_x,LocationLng_x,AirportCode_x,City,County_x,State,ZipCode_x,EventId_y,Type_y,Severity_y,TMC,Description,EndTime(UTC)_y,TimeZone_y,LocationLat_y,LocationLng_y,Distance(mi),AirportCode_y,Number,Street,Side,County_y,ZipCode_y,adjacency
W-5418960,Rain,Light,2016-09-19 20:06:00,2016-09-19 23:27:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1071211,Congestion,1.0,71.0,Delays of two minutes on US-1 Federal Hwy Southbound between US-1 Federal Hwy and Bayview Dr. Average speed five mph.,2016-09-19 20:21:14,US/Eastern,26.204094,-80.108727,0.0,KFXE,,Bayview Dr,R,Broward,33308.0,1
W-5418962,Rain,Light,2016-09-20 19:53:00,2016-09-20 20:00:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1072783,Congestion,1.0,73.0,Delays of one minute on I-95 Northbound between Exit 22 FL-848 Stirling Rd and Exit 23 FL-818 Griffin Rd. Average speed 25 mph.,2016-09-20 20:02:36,US/Eastern,26.065048,-80.164482,0.0,KFLL,,I-95 N,R,Broward,33315.0,1
W-5418963,Rain,Light,2016-09-20 20:53:00,2016-09-20 21:19:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1072968,Congestion,1.0,71.0,Delays increasing and delays of one minute on Federal Hwy Northbound in Fort Lauderdale. Average speed five mph.,2016-09-20 21:01:55,US/Eastern,26.166845,-80.116524,0.0,KFXE,,N Federal Hwy,R,Broward,33306.0,1
W-5418964,Rain,Light,2016-09-21 19:36:00,2016-09-21 21:31:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1074110,Congestion,1.0,73.0,Delays of four minutes and delays easing on Sunrise Blvd Southbound between FL-838 Sunrise Blvd and FL-91. Average speed ten mph.,2016-09-21 19:54:04,US/Eastern,26.135878,-80.219925,0.0,KFLL,5206.0,W Sunrise Blvd,L,Broward,33317.0,1
W-5418965,Rain,Light,2016-09-22 17:53:00,2016-09-22 19:41:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1075275,Congestion,2.0,74.0,Delays of three minutes on I-595 Westbound between Exits 5 6 7 FL-84 and Exits 1 2 FL-823 Flamingo Rd. Average speed 30 mph.,2016-09-22 17:44:39,US/Eastern,26.109301,-80.291039,0.0,KHWO,,I-595 W,R,Broward,33324.0,1
W-5418968,Rain,Light,2016-09-23 19:35:00,2016-09-23 19:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1076563,Congestion,1.0,72.0,Delays of two minutes on I-95 Northbound between Exit 22 FL-848 Stirling Rd and Exit 23 FL-818 Griffin Rd. Average speed 25 mph.,2016-09-23 19:47:20,US/Eastern,26.065571,-80.164635,0.0,KFLL,,I-95 N,R,Broward,33315.0,1
W-5418969,Rain,Light,2016-09-23 20:16:00,2016-09-23 21:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1076703,Congestion,2.0,75.0,Delays of three minutes on Florida's Tpke Southbound in Plantation. Average speed 15 mph.,2016-09-23 20:25:17,US/Eastern,26.146111,-80.219475,0.0,KFXE,,Florida's Tpke S,R,Broward,33313.0,1
W-5418970,Rain,Light,2016-09-24 16:48:00,2016-09-24 20:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1077279,Congestion,1.0,73.0,Delays of one minute on Federal Hwy Northbound in Fort Lauderdale. Average speed five mph.,2016-09-24 17:06:19,US/Eastern,26.189957,-80.114601,0.0,KFXE,4998.0,N Federal Hwy,L,Broward,33308.0,1
W-5418971,Rain,Light,2016-09-24 23:53:00,2016-09-25 00:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1077653,Congestion,2.0,70.0,Delays of seven minutes and delays easing on Sunrise Blvd Southbound in Fort Lauderdale. Average speed five mph.,2016-09-25 00:20:04,US/Eastern,26.137276,-80.1306,0.0,KFXE,1299.0,E Sunrise Blvd,L,Broward,33304.0,1
W-5418974,Rain,Light,2016-09-25 15:29:00,2016-09-25 16:03:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1077744,Congestion,1.0,75.0,Delays of two minutes on I-75 Northbound between Exits 13A 13B FL-818 Griffin Rd and Exit 19 FL-869 Sawgrass Expy. Average speed 35 mph.,2016-09-25 16:28:16,US/Eastern,26.109785,-80.353409,0.0,KHWO,,Sawgrass Expy,R,Broward,33326.0,1
W-5418976,Rain,Heavy,2016-09-25 16:14:00,2016-09-25 17:09:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1077744,Congestion,1.0,75.0,Delays of two minutes on I-75 Northbound between Exits 13A 13B FL-818 Griffin Rd and Exit 19 FL-869 Sawgrass Expy. Average speed 35 mph.,2016-09-25 16:28:16,US/Eastern,26.109785,-80.353409,0.0,KHWO,,Sawgrass Expy,R,Broward,33326.0,1
W-5418977,Rain,Light,2016-09-25 17:09:00,2016-09-25 18:04:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1077744,Congestion,1.0,75.0,Delays of two minutes on I-75 Northbound between Exits 13A 13B FL-818 Griffin Rd and Exit 19 FL-869 Sawgrass Expy. Average speed 35 mph.,2016-09-25 16:28:16,US/Eastern,26.109785,-80.353409,0.0,KHWO,,Sawgrass Expy,R,Broward,33326.0,1
W-5418978,Rain,Light,2016-09-26 19:29:00,2016-09-26 20:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1078611,Congestion,1.0,71.0,Delays of two minutes on Sunrise Blvd Southbound between US-441 State Road 7 and FL-91. Average speed ten mph.,2016-09-26 19:41:33,US/Eastern,26.135946,-80.215858,0.0,KFXE,,W Sunrise Blvd,R,Broward,33313.0,1
W-5418979,Rain,Light,2016-09-27 17:16:00,2016-09-27 17:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1079884,Congestion,2.0,74.0,Delays increasing and delays of five minutes on Florida's Tpke Northbound in Davie. Average speed 25 mph.,2016-09-27 17:02:10,US/Eastern,26.065575,-80.215317,0.0,KFLL,,Griffin Rd,R,Broward,33314.0,1
W-5418980,Rain,Heavy,2016-09-27 17:53:00,2016-09-27 18:23:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1079923,Broken-Vehicle,3.0,211.0,Slow traffic and right hand shoulder blocked due to stalled vehicle on I-595 Eastbound at Exits 5 6 7 FL-84.,2016-09-27 18:34:09,US/Eastern,26.098421,-80.249367,0.0,KFLL,,I-595 E,R,Broward,33317.0,1
W-5418981,Rain,Light,2016-09-27 18:23:00,2016-09-27 18:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1079965,Accident,3.0,222.0,Queueing traffic due to accident on I-95 Southbound at Exits 26 27 FL-736 Davie Blvd.,2016-09-27 19:15:02,US/Eastern,26.10659,-80.16851,0.0,KFLL,,I-95 N,R,Broward,33312.0,1
W-5418982,Rain,Moderate,2016-09-28 22:27:00,2016-09-28 23:11:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1081932,Congestion,2.0,74.0,Delays increasing and delays of three minutes on Florida's Tpke Southbound in Plantation. Average speed 20 mph.,2016-09-28 22:40:14,US/Eastern,26.195923,-80.207672,0.0,KFXE,,Ronald Reagan Tpke,R,Broward,33319.0,1
W-5418983,Rain,Light,2016-09-28 23:11:00,2016-09-29 00:38:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1081999,Accident,3.0,222.0,Queueing traffic and right hand shoulder blocked due to accident on I-95 Southbound at Exits 26 27 FL-736 Davie Blvd.,2016-09-28 23:57:18,US/Eastern,26.106136,-80.1688,0.0,KFLL,,I-95 S,R,Broward,33312.0,1
W-5418984,Rain,Moderate,2016-09-29 01:38:00,2016-09-29 01:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1082041,Congestion,1.0,73.0,Delays of six minutes on Flamingo Rd Northbound in Davie. Average speed ten mph.,2016-09-29 01:50:53,US/Eastern,26.108961,-80.313629,0.0,KHWO,,S Flamingo Rd,R,Broward,33325.0,1
W-5418986,Rain,Light,2016-09-29 02:01:00,2016-09-29 03:01:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1082042,Accident,3.0,222.0,Queueing traffic and two right lane blocked due to accident on I-95 Northbound after Exit 32 FL-870 Commercial Blvd.,2016-09-29 02:26:46,US/Eastern,26.188438,-80.151825,0.0,KFXE,,I-95 N,R,Broward,33309.0,1
W-5418987,Rain,Light,2016-09-29 23:53:00,2016-09-30 00:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1083672,Accident,3.0,222.0,Queueing traffic and right hand shoulder blocked due to accident on I-95 Southbound after Exit 27 FL-842 Broward Blvd.,2016-09-30 00:37:22,US/Eastern,26.121794,-80.168564,0.0,KFLL,,W Broward Blvd,R,Broward,33312.0,1
W-5418988,Rain,Light,2016-09-30 18:53:00,2016-10-01 04:07:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1084505,Flow-Incident,4.0,401.0,Road closed on FL-91 Southbound between FL-91 and Exits 53 54 54X I-595.,2016-09-30 19:39:40,US/Eastern,26.089563,-80.21656,0.0,KFLL,,Florida's Tpke S,R,Broward,33314.0,1
W-5418990,Rain,Light,2016-10-02 00:53:00,2016-10-02 01:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1085631,Congestion,2.0,71.0,Severe delays of ten minutes and delays increasing on Las Olas Blvd Westbound in Fort Lauderdale. Average speed five mph.,2016-10-02 01:15:32,US/Eastern,26.119148,-80.140236,0.0,KFLL,333.0,E Las Olas Blvd,L,Broward,33301.0,1
W-5418993,Rain,Light,2016-10-02 14:53:00,2016-10-02 15:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1085700,Congestion,1.0,72.0,Delays increasing and delays of five minutes on Cypress Creek Rd Eastbound in Fort Lauderdale. Average speed ten mph.,2016-10-02 15:00:43,US/Eastern,26.202717,-80.17067,0.0,KFXE,2132.0,W Cypress Creek Rd,R,Broward,33309.0,1
W-5418994,Rain,Light,2016-10-02 16:32:00,2016-10-02 16:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1085715,Accident,3.0,241.0,Left lane blocked due to accident on I-75 Northbound at Exits 13A 13B FL-818 Griffin Rd.,2016-10-02 16:53:11,US/Eastern,26.062717,-80.353546,0.0,KHWO,,Griffin Rd,R,Broward,33331.0,1
W-5418995,Rain,Light,2016-10-02 17:03:00,2016-10-02 18:40:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1085715,Accident,3.0,241.0,Left lane blocked due to accident on I-75 Northbound at Exits 13A 13B FL-818 Griffin Rd.,2016-10-02 16:53:11,US/Eastern,26.062717,-80.353546,0.0,KHWO,,Griffin Rd,R,Broward,33331.0,1
W-5418996,Rain,Moderate,2016-10-02 18:40:00,2016-10-02 18:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1085736,Flow-Incident,3.0,409.0,Exit ramp partially blocked due to accident on I-595 at FL-84.,2016-10-02 18:17:14,US/Eastern,26.118002,-80.329872,0.0,KHWO,,I-595 E,R,Broward,33325.0,1
W-5418998,Rain,Moderate,2016-10-03 23:44:00,2016-10-04 00:05:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1087147,Lane-Blocked,2.0,61.0,2 left lane blocked due to vehicle debris in the road on I-75 Northbound at Exit 19 / I-595 Exit 19. Hit and run. Drive with extreme caution.,2016-10-04 00:18:59,US/Eastern,26.117266,-80.350754,0.0,KHWO,,I-75 S,R,Broward,33326.0,1
W-5418999,Rain,Light,2016-10-04 00:05:00,2016-10-04 01:00:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1087165,Congestion,2.0,75.0,Delays of three minutes and delays easing on I-95 Northbound between Exits 26 27 FL-736 Davie Blvd and Exits 31 31A 31B FL-816 Oakland Park Blvd. Average speed 25 mph.,2016-10-04 00:38:00,US/Eastern,26.146437,-80.169373,0.0,KFXE,,I-95 N,R,Broward,33311.0,1
W-5419000,Rain,Light,2016-10-04 01:16:00,2016-10-04 01:35:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1087184,Congestion,0.0,74.0,Delays of three minutes on Sheridan St Westbound between Jaguar Way and 184th Ave. Average speed five mph.,2016-10-04 01:09:55,US/Eastern,26.029385,-80.378754,0.0,KHWO,17367.0,Sheridan St,R,Broward,33331.0,1
W-5419001,Rain,Moderate,2016-10-04 01:35:00,2016-10-04 02:19:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1087211,Congestion,1.0,70.0,Delays of two minutes on I-75 Southbound near Exit 22 Glades Pkwy. Average speed five mph.,2016-10-04 02:05:53,US/Eastern,26.140512,-80.422318,0.0,KHWO,,I-75 S,R,Broward,33327.0,1
W-5419002,Rain,Heavy,2016-10-04 02:19:00,2016-10-04 03:02:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1087211,Congestion,1.0,70.0,Delays of two minutes on I-75 Southbound near Exit 22 Glades Pkwy. Average speed five mph.,2016-10-04 02:05:53,US/Eastern,26.140512,-80.422318,0.0,KHWO,,I-75 S,R,Broward,33327.0,1
W-5419004,Rain,Light,2016-10-04 05:58:00,2016-10-04 06:37:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1087237,Congestion,1.0,71.0,Delays of two minutes on Sunrise Blvd Southbound in Fort Lauderdale. Average speed five mph.,2016-10-04 06:36:47,US/Eastern,26.137297,-80.129662,0.0,KFXE,995.0,NE 14th Ave,L,Broward,33304.0,1
W-5419005,Rain,Moderate,2016-10-04 13:53:00,2016-10-04 14:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1087869,Congestion,1.0,73.0,Delays of two minutes on Sunrise Blvd Southbound in Plantation. Average speed 15 mph.,2016-10-04 14:04:44,US/Eastern,26.135763,-80.212654,0.0,KFLL,,NW 47th Ave,R,Broward,33317.0,1
W-5419009,Fog,Moderate,2016-10-06 19:53:00,2016-10-06 20:12:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1092013,Congestion,1.0,75.0,Delays of two minutes on I-95 Northbound between Exits 29 29A 29B FL-838 Sunrise Blvd and Exit 33A Andrews Ave. Average speed 35 mph.,2016-10-06 20:21:55,US/Eastern,26.199066,-80.148537,0.0,KFXE,,I-95 N,R,Broward,33309.0,1
W-5419010,Rain,Light,2016-10-06 20:12:00,2016-10-07 00:35:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1092039,Congestion,0.0,73.0,Delays of one minute and delays easing on FL-A1A 17th St Southbound between Mayan Dr and FL-A1A 17th St. Average speed 20 mph.,2016-10-06 20:31:01,US/Eastern,26.100498,-80.128616,0.0,KFLL,1413.0,SE 17th St,L,Broward,33316.0,1
W-5419017,Rain,Light,2016-10-07 14:24:00,2016-10-07 15:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1092591,Lane-Blocked,3.0,63.0,Left lane blocked due to debris on road on I-75 Southbound at I-595 Exit 19.,2016-10-07 15:23:01,US/Eastern,26.117266,-80.350754,0.0,KHWO,,I-75 S,R,Broward,33326.0,1
W-5419020,Rain,Light,2016-10-12 01:53:00,2016-10-12 02:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1095830,Congestion,1.0,72.0,Delays increasing and delays of nine minutes on Flamingo Rd Northbound between FL-823 Flamingo Rd and I-595. Average speed five mph.,2016-10-12 01:28:35,US/Eastern,26.113283,-80.313515,0.85,KHWO,414.0,S Flamingo Rd,R,Broward,33325.0,1
W-5419023,Rain,Light,2016-10-12 19:53:00,2016-10-12 20:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1096659,Flow-Incident,1.0,214.0,Delays of two minutes on Sunrise Blvd Southbound between US-1 and US-1 Sunrise Blvd.,2016-10-12 20:05:26,US/Eastern,26.137417,-80.125244,0.24,KFXE,1699.0,E Sunrise Blvd,L,Broward,33304.0,1
W-5419024,Rain,Light,2016-10-12 22:53:00,2016-10-12 23:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1097147,Congestion,1.0,75.0,Delays of two minutes on I-95 Northbound between I-95 and Exit 27 FL-842 Broward Blvd. Average speed 30 mph.,2016-10-12 23:02:08,US/Eastern,26.124475,-80.1688,1.9,KFXE,,I-95 N,R,Broward,33311.0,1
W-5419026,Rain,Light,2016-10-13 06:53:00,2016-10-13 07:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1097276,Congestion,1.0,72.0,Delays of two minutes and delays easing on I-595 Eastbound near Exit 3&amp;4 FL-84. Average speed 15 mph.,2016-10-13 08:07:44,US/Eastern,26.115528,-80.317528,0.01,KHWO,,I-595 E,R,Broward,33325.0,1
W-5419027,Rain,Light,2016-10-14 02:53:00,2016-10-14 04:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1098670,Congestion,2.0,72.0,Delays increasing and delays of four minutes on I-75 Southbound between Exit 15 Royal Palm Blvd and Exits 13A 13B FL-818 Griffin Rd. Average speed 15 mph.,2016-10-14 03:02:54,US/Eastern,26.065128,-80.355103,1.8,KHWO,,I-75 S,R,Broward,33331.0,1
W-5419032,Rain,Light,2016-10-15 13:29:00,2016-10-15 13:46:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1099970,Accident,3.0,201.0,Accident on I-95 Northbound before Exits 29 29A 29B FL-838 Sunrise Blvd.,2016-10-15 14:02:05,US/Eastern,26.136631,-80.169502,0.01,KFXE,,W Sunrise Blvd,R,Broward,33311.0,1
W-5419034,Rain,Light,2016-10-15 17:00:00,2016-10-15 17:30:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1100121,Congestion,1.0,73.0,Delays of one minute on I-95 Southbound between Exits 26 27 FL-736 Davie Blvd and Exits 23 24 25 I-595. Average speed 25 mph.,2016-10-15 16:54:33,US/Eastern,26.092606,-80.168732,1.9,KFLL,,I-95 S,R,Broward,33315.0,1
W-5419035,Rain,Light,2016-10-15 17:45:00,2016-10-15 20:01:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1100186,Congestion,2.0,71.0,Delays of six minutes and delays easing on State Road 7 Southbound in Hollywood. Average speed five mph.,2016-10-15 17:49:32,US/Eastern,26.048437,-80.208893,0.74,KFLL,5853.0,S State Road 7,R,Broward,33314.0,1
W-5419036,Rain,Light,2016-10-15 21:53:00,2016-10-15 22:34:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1100397,Congestion,1.0,72.0,Delays of two minutes on Federal Hwy Southbound in Fort Lauderdale. Average speed ten mph.,2016-10-15 22:06:32,US/Eastern,26.091646,-80.136589,0.65,KFLL,,S Federal Hwy,R,Broward,33316.0,1
W-5419037,Rain,Heavy,2016-10-15 22:34:00,2016-10-15 23:05:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1100397,Congestion,1.0,72.0,Delays of two minutes on Federal Hwy Southbound in Fort Lauderdale. Average speed ten mph.,2016-10-15 22:06:32,US/Eastern,26.091646,-80.136589,0.65,KFLL,,S Federal Hwy,R,Broward,33316.0,1
W-5419038,Rain,Light,2016-10-15 23:05:00,2016-10-15 23:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1100433,Accident,2.0,201.0,Accident on FL-91 Northbound at Exit 53 FL-818 Griffin Rd.,2016-10-16 00:22:00,US/Eastern,26.065317,-80.215302,0.01,KFLL,,Griffin Rd,R,Broward,33314.0,1
W-5419043,Rain,Light,2016-10-16 14:17:00,2016-10-16 14:24:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1100520,Accident,3.0,245.0,Two lanes blocked due to accident on I-95 Northbound at Exits 29 29A 29B FL-838 Sunrise Blvd.,2016-10-16 14:20:35,US/Eastern,26.139606,-80.169266,0.01,KFXE,,I-95 N,R,Broward,33311.0,1
W-5419044,Rain,Moderate,2016-10-16 14:24:00,2016-10-16 14:47:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1100520,Accident,3.0,245.0,Two lanes blocked due to accident on I-95 Northbound at Exits 29 29A 29B FL-838 Sunrise Blvd.,2016-10-16 14:20:35,US/Eastern,26.139606,-80.169266,0.01,KFXE,,I-95 N,R,Broward,33311.0,1
W-5419045,Rain,Heavy,2016-10-16 14:47:00,2016-10-16 15:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1100531,Congestion,2.0,75.0,Delays of three minutes on Florida's Tpke Southbound between I-595 and FL-91. Average speed 20 mph.,2016-10-16 15:22:31,US/Eastern,26.050732,-80.214951,2.75,KFLL,,Florida's Tpke S,R,Broward,33314.0,1
W-5419049,Rain,Light,2016-10-19 23:53:00,2016-10-20 00:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1105197,Congestion,1.0,71.0,Delays increasing and delays of seven minutes on Royal Palm Blvd Southbound between Bayside Ln and Town Center Blvd. Average speed ten mph.,2016-10-20 00:01:15,US/Eastern,26.096115,-80.388901,1.4,KHWO,1975.0,Royal Palm Blvd,L,Broward,33332.0,1
W-5419050,Rain,Moderate,2016-10-20 12:49:00,2016-10-20 12:56:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1105723,Congestion,1.0,76.0,Delays of one minute on I-95 Southbound between I-95 and Exit 23 FL-818 Griffin Rd. Average speed 30 mph.,2016-10-20 12:56:56,US/Eastern,26.065273,-80.164864,2.46,KFLL,,I-95 S,R,Broward,33315.0,1
W-5419051,Rain,Light,2016-10-20 12:56:00,2016-10-20 13:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1105750,Accident,2.0,201.0,Right hand shoulder blocked due to accident on FL-91 Southbound before Exits 53 54 54X I-595.,2016-10-20 13:25:09,US/Eastern,26.089537,-80.21257,0.01,KFLL,,I-595 E,R,Broward,33314.0,1
W-5419053,Rain,Moderate,2016-10-20 16:53:00,2016-10-20 18:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1105922,Congestion,2.0,75.0,Delays of three minutes on I-95 Southbound between Exits 29 29A 29B FL-838 Sunrise Blvd and Exits 23 24 25 I-595. Average speed 30 mph.,2016-10-20 16:52:40,US/Eastern,26.094387,-80.168846,3.83,KFLL,,I-95 S,R,Broward,33315.0,1
W-5419054,Rain,Light,2016-10-20 19:05:00,2016-10-20 20:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1106180,Congestion,1.0,73.0,Delays of two minutes and delays easing on Sunrise Blvd Southbound in Plantation. Average speed ten mph.,2016-10-20 19:34:03,US/Eastern,26.135742,-80.231644,0.89,KFXE,,Sunset Strip,R,Broward,33313.0,1
W-5419055,Cold,Severe,2016-10-20 22:01:00,2016-10-20 22:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1012889,Accident,3.0,201.0,Right hand shoulder blocked due to accident on I-95 Southbound at Exits 26 27 FL-736 Davie Blvd.,2016-10-20 22:37:27,US/Eastern,26.10659,-80.16851,0.01,KFLL,,I-95 N,R,Broward,33312.0,1
W-5419056,Rain,Light,2016-10-27 18:53:00,2016-10-27 19:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1020270,Congestion,1.0,71.0,Delays of four minutes on State Road 7 Southbound in Fort Lauderdale. Average speed five mph.,2016-10-27 19:03:14,US/Eastern,26.1647,-80.203194,0.1,KFXE,,N State Road 7,R,Broward,33313.0,1
W-5419060,Rain,Light,2016-10-29 23:40:00,2016-10-29 23:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1020717,Accident,2.0,201.0,Accident on FL-838 Sunrise Blvd Eastbound at 30th Ave.,2016-10-30 00:41:00,US/Eastern,26.136349,-80.18615,0.01,KFXE,3067.0,W Sunrise Blvd,L,Broward,33311.0,1
W-5419062,Rain,Light,2016-10-30 03:53:00,2016-10-30 04:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1020759,Congestion,1.0,71.0,Delays increasing and delays of six minutes on Broward Blvd Eastbound in Fort Lauderdale. Average speed five mph.,2016-10-30 04:06:01,US/Eastern,26.122173,-80.144501,1.05,KFLL,,SW 1st Ave,R,Broward,33301.0,1
W-5419068,Rain,Light,2016-10-31 14:53:00,2016-10-31 15:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1021601,Accident,3.0,201.0,Accident on I-75 Northbound at Exit 15 Royal Palm Blvd.,2016-10-31 15:35:33,US/Eastern,26.087816,-80.363686,0.01,KHWO,,I-75 S,R,Broward,33326.0,1
W-5419069,Rain,Light,2016-10-31 16:53:00,2016-10-31 17:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1021676,Accident,2.0,201.0,Left lane blocked due to accident on FL-91 Southbound at Exit 58 FL-838 Sunrise Blvd.,2016-10-31 17:31:40,US/Eastern,26.13603,-80.219009,0.01,KFXE,,W Sunrise Blvd,R,Broward,33313.0,1
W-5419073,Rain,Light,2016-11-05 15:53:00,2016-11-05 16:53:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1029232,Congestion,1.0,75.0,Delays of two minutes on I-95 Northbound between Exit 21 FL-822 Sheridan St and Exits 23 24 25 I-595. Average speed 30 mph.,2016-11-05 16:06:39,US/Eastern,26.072989,-80.167061,3.45,KFLL,,I-95 N,R,Broward,33315.0,1
W-5419074,Rain,Light,2016-11-05 19:20:00,2016-11-05 19:27:00,US/Eastern,26.199,-80.1776,KFXE,Fort Lauderdale,Broward,FL,33309.0,T-1029469,Congestion,1.0,72.0,Delays increasing and delays of five minutes on FL-A1A Fort Lauderdale Beach Blvd Northbound between FL-A1A 17th St and Poinsettia St. Average speed ten mph.,2016-11-05 20:15:16,US/Eastern,26.120703,-80.104378,2.07,KFLL,3092.0,Poinsettia St,R,Broward,33316.0,1
